experiment_name,instance_name,algorithm_name,eta0,seed,T,gamma,u_star,final_utility,mean_utility,final_gap,mean_gap,final_avg_weight_gap,final_time_avg_gap,l1_error_to_w_star,final_w_0,final_w_1,final_w_2,final_w_3,w_star_0,w_star_1,w_star_2,w_star_3
variance_suite_eta_grid,beta_mixture_4,variance_mirror_ascent,3.0,900,500,0.02,0.10148558758314846,0.09451311526243089,0.08935144584699495,0.006972472320717571,0.012134141736153502,0.011988185702587528,0.012134141736153492,0.18815692288642932,0.45115173908986866,0.4147697994669164,0.07485987088521844,0.059218590557996616,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite_eta_grid,beta_mixture_4,variance_mirror_ascent,3.0,1000,500,0.02,0.10148558758314846,0.09404041896111254,0.08733020316388541,0.007445168622035925,0.014155384419263044,0.014074201159739619,0.014155384419263038,0.2096754674435797,0.40854664839851484,0.44661561787969495,0.08847723442432641,0.05636049929746376,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite_eta_grid,beta_mixture_4,variance_if_ascent,3.0,100,500,0.02,0.10148558758314846,0.038789866843393056,0.031366980037723154,0.0626957207397554,0.0701186075454253,0.06966955871646485,0.0701186075454253,0.9022598095594188,0.8234513690354602,0.02887009522029035,0.1276785357442493,0.02,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite_eta_grid,beta_mixture_4,variance_if_ascent,3.0,200,500,0.02,0.10148558758314846,0.05429928277471702,0.0440186485916269,0.047186304808431445,0.05746693899152156,0.05706220765194875,0.05746693899152161,0.7445699686205491,0.10771501568972558,0.5395816055549187,0.028757412583710226,0.32394596617164534,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite_eta_grid,beta_mixture_4,variance_if_ascent,3.0,300,500,0.02,0.10148558758314846,0.09867081356299573,0.09387673669334369,0.0028147740201527327,0.007608850889804771,0.005120680650465892,0.007608850889804775,0.05660588763805195,0.45696520736755314,0.4747318488134206,0.02,0.048302943819026264,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite_eta_grid,beta_mixture_4,variance_if_ascent,3.0,400,500,0.02,0.10148558758314846,0.04896132903562517,0.04448412247434894,0.052524258547523295,0.05700146510879952,0.05685087903920971,0.05700146510879951,0.8812001714976534,0.03939991425117344,0.5022889835594199,0.20089096278105711,0.25742013940834957,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite_eta_grid,beta_mixture_4,variance_if_ascent,3.0,500,500,0.02,0.10148558758314846,0.09941714268296803,0.09620587866293182,0.002068444900180433,0.005279708920216654,0.004159645989248506,0.00527970892021665,0.05461336197409712,0.4526933190129517,0.48739713391695677,0.02,0.039909547070091554,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite_eta_grid,beta_mixture_4,variance_if_ascent,3.0,600,500,0.02,0.10148558758314846,0.05821222054040298,0.057018999242989955,0.04327336704274548,0.0444665883401585,0.04414928126544948,0.04446658834015852,1.1821959747309687,0.02,0.34890201263451537,0.5815832128464932,0.049514774518991465,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite_eta_grid,beta_mixture_4,variance_if_ascent,3.0,700,500,0.02,0.10148558758314846,0.05458369902876142,0.05073366737983655,0.04690188855438704,0.050751920203311915,0.05073971312037889,0.05075192020331194,1.5538578387753577,0.09381131214390112,0.08925976846841968,0.693925917552626,0.1230030018350533,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite_eta_grid,beta_mixture_4,variance_if_ascent,3.0,800,500,0.02,0.10148558758314846,0.09581020573970436,0.0872221613473731,0.0056753818434440995,0.014263426235775374,0.012124388009144088,0.014263426235775358,0.19962756049049882,0.4431052952705367,0.41708092448421347,0.11594065325933602,0.02387312698591365,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite_eta_grid,beta_mixture_4,variance_if_ascent,3.0,900,500,0.02,0.10148558758314846,0.04048143177560082,0.03918112444429194,0.061004155807547644,0.06230446313885653,0.06218321870893212,0.06230446313885649,0.9074582656207405,0.026270867189629888,0.5678343330971968,0.052198789140450653,0.35369601057272254,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
variance_suite_eta_grid,beta_mixture_4,variance_if_ascent,3.0,1000,500,0.02,0.10148558758314846,0.09472232871543695,0.08081548176474831,0.006763258867711508,0.020670105818400154,0.017828432033406505,0.02067010581840011,0.13240225924713267,0.42076425751481844,0.4730346128616149,0.02,0.08620112962356659,0.4800000000000002,0.4799999999999995,0.02000000000000006,0.020000000000000302
